student_id,age,gender,school_type,family_income,urban_rural,previous_exam_score,previous_gpa,attendance_percentage,assignment_completion_rate,class_participation,study_hours_per_day,self_study_hours,private_tuition,online_learning_hours,study_consistency,practice_tests_completed,sleep_hours,daily_screen_time,physical_activity_hours,stress_level,internet_access,online_course_hours,exam_difficulty,exam_preparation_days,questions_attempted,questions_correct,time_management_score,exam_anxiety_level,exam_score,performance_grade,pass_status,performance_level
STU_000245,19,Female,Private,Lower-Middle,Rural,67.38,2.81,75.34,54.49,Low,1.57,1,1,1.14,High,8,8.95,6.52,6.48,10,1,2.81,Medium,6,90,35,84.57,10,38.55,F,Fail,Low
STU_000246,14,Male,Public,Middle,Urban,70.8,2.78,,76.06,Medium,6.11,5.04,0,1.33,Low,4,6.14,2.99,0.53,8,1,3.85,Medium,23,88,66,66.27,10,76.78,B,Pass,Medium
STU_000247,15,Male,Charter,Lower-Middle,Urban,67.78,2.48,90.14,72.65,Medium,3.5,2.68,0,4.77,High,6,6.94,3.23,2.01,10,1,3.2,Hard,20,93,50,98.05,8.59,55.66,D,Pass,Low
STU_000248,17,Female,Private,Upper-Middle,Suburban,64.76,2.72,82.07,85.97,Medium,9.78,7.95,0,0.01,Medium,13,5.75,3.91,0.42,9,1,3.07,Medium,10,86,69,,9.33,79.55,B,Pass,Medium
STU_000249,17,Male,Public,Middle,Suburban,63.71,2.55,,84.21,High,4.6,3.06,0,3.75,Low,7,6.15,4.09,1.13,10,1,12.02,Medium,28,91,71,66.65,9.24,76.96,B,Pass,Medium
STU_000250,19,Male,Public,Upper-Middle,Urban,78.01,3.17,88.17,71.96,High,2.28,1.37,0,2.35,Medium,3,4.91,6,0.7,8,1,2.23,Medium,28,90,50,69.14,8.68,56.2,D,Pass,Low
STU_000251,20,Female,Public,Middle,Suburban,73.09,2.86,96.63,80.99,Medium,2.88,2.42,1,0.37,High,6,6.52,6.01,2.63,9,1,1.49,Medium,25,96,70,62.26,7.6,72.79,C,Pass,Medium
STU_000252,15,Female,Private,Upper-Middle,Urban,40.57,1.49,,71.37,Medium,3.46,1.74,0,0.82,Medium,6,8.01,7.43,0.77,10,1,3.74,Medium,27,90,48,74.32,10,53.88,D,Pass,Low
STU_000253,16,Male,Charter,Middle,Urban,70.72,2.82,79.72,73.03,High,5.2,3.62,0,0.87,Medium,10,8.69,3.44,2.28,10,1,3.97,Medium,10,89,71,92.67,8.52,79.69,B,Pass,Medium
STU_000254,14,Male,Private,Lower-Middle,Urban,77.86,3.21,76.52,50.32,High,0.92,0.78,1,0.72,Low,8,7.04,6.01,0.6,10,1,1.07,Medium,8,94,47,,10,52.09,D,Pass,Low
STU_000255,18,Female,Private,High,Urban,89.24,3.46,94.76,77.86,Medium,6.56,3.44,0,2.62,Medium,12,8.02,6.8,1.56,10,1,8.3,Hard,26,100,89,,9.79,87.76,A,Pass,High
STU_000256,14,Female,Public,Middle,Urban,70.93,,93.09,69.59,Low,1.87,1.16,1,2.78,Low,1,8.73,7.46,0.18,9,1,1.44,Easy,20,99,74,79.08,10,75.01,B,Pass,Medium
STU_000257,14,Male,Public,Middle,Rural,83.85,3.37,74.91,74.91,Medium,2.3,1.95,1,1.13,Medium,3,7.86,4.1,1.43,8,1,1.28,Easy,9,95,65,,6.91,68.64,C,Pass,Medium
STU_000258,16,Male,Public,Low,Suburban,72.65,,76.17,85.53,Medium,1.95,1.37,0,1.43,Low,8,7.68,5.82,1.81,8,1,6.36,Hard,4,97,34,90.97,9.36,35.77,F,Fail,Low
STU_000259,14,Female,Public,Middle,Suburban,60.87,2.79,88.38,87.48,Medium,6.61,3.52,0,9.5,Low,9,8.55,7.23,8.12,10,1,7.41,Medium,14,91,68,80.82,10,74.33,C,Pass,Medium
STU_000260,15,Female,Private,Middle,Suburban,78.28,3.15,,78.37,High,1.84,1.34,1,2.33,Medium,5,6.08,6.68,2.56,8,1,3.1,Medium,27,99,60,88.92,6.4,57.72,D,Pass,Low
STU_000261,15,Male,Public,Lower-Middle,Urban,47.48,1.86,70.39,45.98,Low,5.35,4.77,0,1.36,High,9,7.78,1.87,2.62,9,1,1.24,Medium,7,93,38,94.22,8.93,41.89,F,Fail,Low
STU_000262,17,Female,Public,Low,Suburban,62.16,2.7,77.57,82.96,High,2.53,2.06,0,0.99,Low,4,7.94,4.02,0.36,8,1,0.89,Hard,23,87,44,81.61,8.88,48.92,F,Fail,Low
STU_000263,19,Male,Private,High,Urban,83.13,3.34,90.03,72.54,Low,2.7,2.27,0,0.51,High,11,8.33,7.77,0.49,10,1,10.19,Easy,12,98,98,62.81,8.15,100,A,Pass,High
STU_000264,20,Male,Public,Lower-Middle,Suburban,63.1,2.38,81.69,73.46,Medium,2.65,1.51,0,1.03,Medium,5,5.49,5.03,4.69,8,1,2.29,Medium,20,94,59,67.92,8.02,62.3,D,Pass,Medium
STU_000265,18,Female,Public,High,Urban,65.96,2.57,80.62,67.55,High,1.22,0.9,0,1.1,Low,4,7.99,5.63,0.23,7,1,0.52,Hard,3,99,42,54.73,6.74,42.59,F,Fail,Low
STU_000266,14,Female,Public,Middle,Suburban,79.06,3.1,84.25,60.34,Medium,4.27,3.27,0,3.31,High,8,9.09,6.76,0.62,10,1,2.64,Easy,4,92,78,80.3,10,86.3,A,Pass,High
STU_000267,14,Female,Private,Low,Urban,74.22,3.04,91.26,69.61,Low,4.6,3.86,0,11.17,Medium,4,9.17,6.01,4.13,6,1,0.05,Medium,10,91,91,,5.29,99.3,A,Pass,High
STU_000268,16,Female,Private,Middle,Suburban,83.68,3.32,,69.43,High,3.48,2.16,0,4.12,Medium,5,8.59,5.41,2.78,10,0,1.08,Medium,18,97,67,83.03,8.3,72.42,C,Pass,Medium
STU_000269,19,Female,Private,Lower-Middle,Urban,63.51,,81.32,60.51,Medium,2.11,1.81,1,0.45,Medium,11,7.06,4.32,3.55,10,1,2.42,Easy,11,87,54,,9.29,60.53,D,Pass,Medium
STU_000270,15,Female,Charter,Low,Suburban,63.94,2.66,,82.9,Medium,4.9,3.23,0,0.22,Medium,6,7.35,5.76,4.24,10,1,0,Medium,22,85,55,76.47,10,61.98,D,Pass,Medium
STU_000271,18,Female,Public,Upper-Middle,Urban,54.9,2.15,93.75,63.4,Medium,5.1,4.53,1,0.39,Low,4,6.24,6.08,2.24,10,1,0.11,Easy,29,88,66,76.56,10,73.94,C,Pass,Medium
STU_000272,17,Female,Charter,Upper-Middle,Urban,78.45,3.35,100,80.72,High,6.84,5.59,0,1.61,Medium,11,7.34,4.7,1.73,9,1,0.61,Medium,19,93,82,83.29,7.93,89.61,A,Pass,High
STU_000273,15,Female,Private,High,Suburban,65.77,2.94,97.73,65.97,Low,3.65,3.18,1,0.77,High,8,7.86,5.24,3.56,10,1,7.65,Hard,27,86,52,100,8.21,60.18,D,Pass,Medium
STU_000274,19,Female,Public,Lower-Middle,Suburban,76.68,2.84,89.46,69.52,High,4,2.09,0,0.25,High,2,7.6,5.78,1.69,8,1,1.04,Easy,16,99,90,84.19,7.39,90.54,A,Pass,High
STU_000275,20,Female,Private,Middle,Rural,86.12,3.45,75.27,74.89,Low,4.11,3.54,1,0.11,High,8,7.25,4.3,1.33,7,1,9.08,Easy,15,92,86,,6.16,95.08,A,Pass,High
STU_000276,17,Male,Charter,High,Urban,74.85,2.87,85.41,64.01,High,3.52,2.9,0,0.02,High,4,7.43,3.59,9.49,9,1,8.22,Medium,3,89,52,87.8,9.54,55.79,D,Pass,Low
STU_000277,20,Female,Public,Upper-Middle,Urban,71.48,2.81,70.36,62.98,Medium,3.04,1.52,1,3.87,Medium,5,9.69,2.77,0.33,10,1,5.66,Medium,21,100,59,,8.2,58.73,D,Pass,Low
STU_000278,16,Female,Private,High,Rural,64.31,2.45,85.43,78,Medium,4.13,2.95,0,1.18,Medium,8,9.16,7.71,0.53,10,1,8.66,Medium,23,98,58,65.09,9.35,59.24,D,Pass,Low
STU_000279,16,Male,Public,Upper-Middle,Urban,69.62,2.99,76.3,64.46,Low,4.19,2.16,0,4.2,Medium,14,8.76,8.35,2.84,10,1,0.09,Medium,22,86,60,72.43,8.36,72.48,C,Pass,Medium
STU_000280,14,Male,Private,Lower-Middle,Suburban,54.09,2.44,75.87,73.34,Low,1.23,0.62,1,2.89,Medium,3,5.36,4.01,3.66,10,1,0.04,Medium,13,93,38,75.14,10,43.29,F,Fail,Low
STU_000281,20,Male,Private,Lower-Middle,Suburban,53.59,2.01,75.18,69.35,Low,3.38,2.27,1,0.2,High,8,8.26,3.43,0.09,8,1,7.81,Medium,29,99,59,88.06,10,58.45,D,Pass,Low
STU_000282,19,Male,Public,Middle,Rural,76.41,3.11,72.66,75.17,High,4.61,3.27,0,0.12,Medium,4,8.54,6.94,0.01,10,1,0.15,Medium,22,93,65,98.21,6.59,70.86,C,Pass,Medium
STU_000283,18,Male,Public,Middle,Rural,49.07,1.87,84.93,72.3,Low,0.76,0.47,0,0.31,High,3,5.84,4.27,1.27,10,1,4.52,Easy,27,90,36,53.43,10,41.59,F,Fail,Low
STU_000284,17,Female,Public,High,Suburban,73.9,3.04,85.98,100,High,11.04,7.88,0,0.35,Medium,13,6.86,4.4,2.7,10,1,3.13,Medium,1,93,80,100,10,85.27,A,Pass,High
STU_000285,15,Male,Private,High,Urban,87.72,3.56,73.05,58.23,Medium,3.23,2.33,0,1.58,Medium,7,4.82,3.83,1.14,10,1,2.26,Hard,18,94,64,,10,65.28,C,Pass,Medium
STU_000286,19,Male,Public,Low,Urban,74.37,,71.72,55.22,Medium,3.48,2.37,0,6.23,Low,4,8.32,5.41,0.24,10,0,0.88,Medium,8,96,55,90.79,10,57.38,D,Pass,Low
STU_000287,19,Male,Public,Low,Rural,48.44,1.86,87.46,54.73,Medium,2.56,1.95,0,1.8,Low,7,5.44,6.17,4.97,8,1,6.09,Hard,24,94,48,69.5,3.34,53.25,D,Pass,Low
STU_000288,16,Male,Public,Middle,Suburban,75.75,2.75,87.98,71.33,Medium,4.74,3.03,0,1.36,Medium,6,8.03,6.47,0.55,7,1,9.28,Medium,25,93,63,61.54,7.21,70.35,C,Pass,Medium
STU_000289,20,Male,Public,Lower-Middle,Urban,67.54,2.74,71.84,52.4,Medium,3.43,1.94,0,1.4,Medium,4,6.95,5.51,3.66,10,1,1.19,Medium,6,95,36,73.04,9.55,38.89,F,Fail,Low
STU_000290,14,Male,Public,Lower-Middle,Suburban,87.25,3.4,93.43,65.32,Low,1.94,1.09,0,3.08,Medium,8,8.44,8.93,1.47,7,1,2.72,Hard,8,88,67,,8.09,75.95,B,Pass,Medium
STU_000291,14,Female,Public,Low,Suburban,50.32,2.11,64.59,62.54,High,3.45,1.75,0,1.54,Low,6,8.19,4.77,4.79,9,1,0.52,Medium,17,90,55,98.69,8.54,60.74,D,Pass,Medium
STU_000292,17,Male,Private,Lower-Middle,Suburban,87.54,3.53,74.06,57.38,High,1.72,0.86,0,1.4,Low,5,8.01,4.38,0.4,10,1,3.66,Easy,13,99,77,,9.41,79.52,B,Pass,Medium
STU_000293,16,Female,Public,Low,Urban,59.53,2.52,75.12,76.1,High,2.62,2.11,0,0.35,High,6,7.39,5.47,1.61,10,0,9.76,Medium,24,87,45,81.03,10,50.85,D,Pass,Low
STU_000294,19,Female,Public,High,Suburban,76.09,2.85,90.34,77.21,High,4.78,4.29,1,0.78,Medium,5,5.8,6.01,2.58,8,1,4.46,Hard,22,88,40,61.9,8.41,47.06,F,Fail,Low
STU_000295,18,Female,Charter,Middle,Suburban,59.42,2.59,92.73,61.96,Low,1.31,1.09,1,0.62,Medium,5,3,4.94,12,10,1,6.9,Medium,25,89,35,76.73,10,40.73,F,Fail,Low
STU_000296,16,Male,Private,Low,Suburban,65.46,2.64,87.33,60.62,Low,2.41,1.47,0,1.69,High,5,6.74,6.28,4.01,8,1,2.46,Hard,1,93,28,67.86,10,28.57,F,Fail,Low
STU_000297,17,Male,Public,Low,Urban,84.03,3.66,,66.99,High,3.4,1.75,0,1.68,Low,8,8.19,4.71,1.04,9,1,3.39,Medium,30,98,77,70.25,8.13,79.7,B,Pass,Medium
STU_000298,17,Female,Public,High,Urban,74.66,2.83,88.42,72.48,Medium,5.7,3.24,0,1.56,Medium,7,8,6.36,0.27,10,1,1.23,Medium,23,100,80,77.9,8.67,81.63,B,Pass,High
STU_000299,16,Female,Private,Middle,Suburban,55.89,2.38,91.97,70.61,Medium,3.01,2.48,0,1.04,Medium,9,6.55,2.51,4.25,10,1,0.25,Easy,12,91,69,88.67,6.3,76.49,B,Pass,Medium
STU_000300,17,Male,Charter,Upper-Middle,Urban,64.11,2.58,,55.54,Medium,1.55,1.38,0,1.84,High,4,7.62,2.81,5.2,10,1,1.09,Easy,6,90,51,75.34,7.37,57.01,D,Pass,Low
STU_000301,16,Male,Charter,Low,Suburban,64.96,2.52,86.52,88.06,High,5.07,4.12,0,1.23,Medium,9,5.34,3.14,0.6,10,0,0.32,Hard,6,92,53,,10,57.97,D,Pass,Low
STU_000302,15,Male,Private,High,Suburban,74.69,3.22,97.41,90.42,High,2.47,2.22,0,0.85,Medium,5,8.85,3.92,0.08,9,1,7.53,Hard,2,94,52,94.03,10,53.81,D,Pass,Low
STU_000303,16,Male,Private,Lower-Middle,Urban,74.74,2.88,91.6,78.23,Low,2.93,1.55,0,0.05,Low,8,6.44,7.7,1.57,7,1,0.87,Medium,7,85,63,65.75,3.71,75.08,B,Pass,Medium
STU_000304,20,Female,Private,Middle,Urban,74.99,3.14,,79.66,High,2.12,1.43,0,1.27,Medium,5,6.54,3.97,4.86,10,1,1.26,Easy,14,89,72,85.79,10,81.1,B,Pass,High
STU_000305,16,Female,Public,Lower-Middle,Urban,68.96,2.7,89.73,58.85,Medium,2.34,1.38,0,2.32,Medium,3,6.64,5.99,0.57,9,1,1.32,Easy,30,89,63,82.48,9.35,72.64,C,Pass,Medium
STU_000306,17,Female,Private,Upper-Middle,Rural,40.64,1.55,73.85,55.5,Medium,3.21,2.85,0,5.3,Medium,5,5.27,4.35,9.3,10,1,0.64,Medium,21,95,24,82.22,9.98,26.85,F,Fail,Low
STU_000307,20,Male,Private,Lower-Middle,Urban,47.36,2.15,87.41,64,Medium,4.45,2.26,0,6.19,Medium,6,6.67,5.91,2.09,7,1,2.05,Medium,4,85,42,70.31,8.56,46.51,F,Fail,Low
STU_000308,17,Female,Private,Upper-Middle,Urban,75.73,2.92,83.59,79.14,Low,2.12,1.32,0,2.97,Medium,5,6.66,6.43,2.11,10,1,7.92,Hard,30,91,51,100,9.97,51.27,D,Pass,Low
STU_000309,14,Male,Charter,Lower-Middle,Suburban,66.21,2.49,74.52,56.96,High,1.62,1.31,1,0.84,High,3,4.3,6.72,2.6,9,0,0.32,Hard,1,96,16,70.33,8.95,12.74,F,Fail,Low
STU_000310,14,Female,Public,Upper-Middle,Urban,77.27,2.88,81.4,63.73,Medium,1.68,1.39,0,1.94,Medium,6,6.48,5.35,4.49,10,1,2.07,Hard,11,91,41,49.1,8.22,43.04,F,Fail,Low
STU_000311,20,Male,Public,Upper-Middle,Rural,52.48,1.98,83.8,84.44,Low,5.57,3.13,0,2.19,Low,7,6.68,8.41,0.6,10,1,8.84,Medium,11,92,55,64.13,10,60.53,D,Pass,Medium
STU_000312,15,Female,Public,Middle,Rural,98.48,,79.12,78.54,Medium,6.07,4.72,0,1.37,Low,3,5.89,3.42,0.92,10,1,0.59,Medium,29,86,76,65.29,9.63,87.7,A,Pass,High
STU_000313,14,Female,Public,Low,Suburban,74.66,3.21,84.44,72.53,Low,5.13,4.56,1,3.99,Medium,3,6.4,7.88,3.36,8,1,4.01,Medium,5,97,80,69.03,8.53,82.13,B,Pass,High
STU_000314,16,Male,Public,Middle,Urban,66.96,2.47,92.31,71.08,Medium,5.15,2.8,0,3.63,Low,6,5.84,2.21,3.07,10,1,2.87,Easy,25,91,54,79.49,10,60.3,D,Pass,Medium
STU_000315,17,Other,Private,Lower-Middle,Suburban,67.35,2.69,84.9,48.59,High,1.45,0.73,0,1.3,Medium,7,7.1,7.72,10.37,10,1,2.06,Hard,22,86,32,,8.99,36.68,F,Fail,Low
STU_000316,14,Female,Public,Middle,Suburban,79.65,,82.6,69.21,Medium,4.21,3.63,0,0.81,Medium,7,6.26,7.23,0.09,10,1,10.95,Medium,28,88,56,35.7,10,63.31,D,Pass,Medium
STU_000317,14,Male,Private,Low,Urban,99.42,3.93,84.03,77.67,Medium,2.1,1.57,1,1.35,Medium,7,5.8,8.53,5.64,10,1,0.85,Hard,5,97,58,88.52,7.69,61.79,D,Pass,Medium
STU_000318,15,Female,Public,Middle,Rural,65.7,2.51,80.68,62.48,Low,2.85,2.32,0,1.09,Medium,11,6.87,9.08,0.81,10,1,4.2,Medium,27,100,68,86.68,10,68.01,C,Pass,Medium
STU_000319,20,Female,Public,Low,Urban,90.09,3.49,,56.8,Medium,3.47,2.68,0,0.17,Low,6,7.85,6.36,12,7,1,1.14,Medium,5,86,74,,6.11,88.33,A,Pass,High
STU_000320,20,Female,Public,Lower-Middle,Urban,90.32,3.9,84.33,78.6,Medium,3.44,2.51,0,0.25,Medium,8,7.35,3.26,0.92,10,1,3.28,Hard,22,100,72,100,10,71.4,C,Pass,Medium
STU_000321,19,Female,Public,Low,Urban,68.44,2.57,76.6,70.11,Low,1.42,1.09,0,4.87,Medium,2,8.03,4.86,5.81,8,1,4.94,Easy,18,99,51,79.54,7.84,49.5,F,Fail,Low
STU_000322,15,Female,Public,Middle,Suburban,90.75,3.67,91.63,64.37,Medium,2.67,2.05,0,1.84,Medium,4,7.52,2.53,3.93,10,1,2.6,Medium,13,97,88,92.35,8.45,88.79,A,Pass,High
STU_000323,16,Male,Charter,Lower-Middle,Suburban,79.49,3.17,99.82,88.54,Medium,2.84,1.67,0,0.45,Low,6,6.77,5.17,2,10,1,1.18,Hard,16,92,46,,10,50.7,D,Pass,Low
STU_000324,20,Male,Private,High,Urban,87.68,3.34,94.3,71.09,Low,1.97,1.2,0,2.23,Low,1,6.12,9.66,4.77,10,1,6.04,Hard,27,96,48,92.58,10,52.5,D,Pass,Low
STU_000325,17,Other,Public,Lower-Middle,Suburban,62.08,2.48,74.35,63.93,Medium,2.96,2.6,0,0.17,High,2,7.44,5.93,1.01,10,0,0.23,Medium,9,99,40,61.41,10,40.84,F,Fail,Low
STU_000326,15,Female,Charter,Middle,Rural,55.86,2.13,91.64,83.86,Medium,1.85,1.25,1,0.68,Low,4,9.39,2.07,0.04,7,1,0.41,Hard,18,85,38,74.09,8.86,41.44,F,Fail,Low
STU_000327,14,Male,Public,Lower-Middle,Rural,75.05,2.66,89.64,43.84,Medium,2.34,1.52,1,2.32,High,3,6.96,3.07,1.68,10,1,0.78,Easy,22,98,62,78.99,10,64.23,D,Pass,Medium
STU_000328,17,Female,Public,High,Suburban,64.22,2.69,99.27,61.8,High,3.97,2.56,0,1.88,Medium,5,5.24,2.53,0.29,10,1,1.66,Hard,3,100,46,92.61,8.21,46.33,F,Fail,Low
STU_000329,17,Male,Public,Lower-Middle,Urban,71.86,3.08,87.47,90.03,Low,2.43,2.11,0,2.93,Medium,2,6.16,3.32,1.3,10,1,0.32,Medium,11,88,54,85.69,10,65.32,C,Pass,Medium
STU_000330,14,Male,Private,Middle,Urban,89.98,3.73,87.08,55.55,Low,3.77,2.16,0,2.34,High,4,5.57,3.36,1.94,10,1,3.59,Easy,16,98,90,,8.26,90.09,A,Pass,High
STU_000331,15,Female,Private,Upper-Middle,Urban,64.78,2.54,100,74.23,Medium,2.9,2.24,1,8.82,Medium,3,8.04,2.6,4.9,6,1,2.75,Medium,9,89,52,65.77,5.35,59.72,D,Pass,Low
STU_000332,14,Male,Public,Middle,Urban,68.09,2.78,91.27,86.42,High,5,2.69,1,1.22,Medium,4,8.97,5.68,2.1,7,1,4.09,Easy,30,90,73,,5.22,82.07,B,Pass,High
STU_000333,19,Male,Charter,Middle,Urban,82.94,3.14,72.51,65.74,Medium,8.5,7.03,0,1.13,Medium,7,5.71,5.58,0.11,10,1,2.98,Easy,7,93,73,74.45,10,80.61,B,Pass,High
STU_000334,17,Female,Private,Middle,Rural,83.93,3.54,81.17,57.92,High,2.99,2.33,0,1.68,High,5,5.36,7.02,3.19,10,1,3.99,Hard,20,98,54,,7.48,56.51,D,Pass,Low
STU_000335,18,Male,Public,Lower-Middle,Urban,66.36,2.51,95.78,82,Medium,7.65,6.71,0,1.83,High,10,6.03,2.43,1.71,10,1,4.47,Medium,16,97,76,72.93,9.55,80.49,B,Pass,High
STU_000336,18,Male,Private,Middle,Suburban,94.23,3.83,94.77,62.34,Medium,2.89,1.66,0,0.31,Medium,3,5.62,2.05,0.06,10,1,0.27,Medium,7,85,66,72.89,10,79.06,B,Pass,Medium
STU_000337,16,Female,Private,High,Rural,90.29,3.4,90.01,88.83,Medium,6.26,3.19,0,0.66,Medium,6,7.67,5.11,1.04,10,1,1.33,Medium,30,88,86,57.6,10,100,A,Pass,High
STU_000338,20,Male,Public,Middle,Urban,58.15,2.42,93.06,63.04,Medium,1.25,0.85,0,0.16,Low,8,5.36,8.14,0.23,10,1,1.81,Easy,23,100,63,90.36,8.43,62.42,D,Pass,Medium
STU_000339,14,Female,Charter,Low,Suburban,66.25,2.66,,73.86,Low,0.62,0.32,1,3.92,High,4,6.46,5.99,3.74,10,1,2.63,Easy,13,86,52,76.78,9.44,59.2,D,Pass,Low
STU_000340,14,Male,Private,Middle,Rural,62.03,2.49,,52.03,Low,0.97,0.78,0,5.95,Medium,5,6.35,4.84,1.24,10,1,5.72,Medium,21,93,55,80.02,9.21,61.25,D,Pass,Medium
STU_000341,16,Female,Private,Middle,Urban,91.07,3.81,86.45,75.1,Low,1.2,0.63,0,1.22,Medium,3,6.92,5.47,7.13,10,1,0.43,Medium,23,88,55,78.6,10,66.25,C,Pass,Medium
STU_000342,16,Female,Charter,Middle,Urban,79.32,3.1,,57.63,Medium,2.14,1.39,0,0.36,Low,5,7.71,6.15,1.87,10,1,2.98,Medium,6,93,54,,10,59.57,D,Pass,Low
STU_000343,16,Female,Public,Lower-Middle,Urban,73.37,2.99,,69.94,High,3.69,2.43,1,0.83,High,1,7.63,6.38,1.18,10,1,0.46,Hard,16,99,72,70.79,10,72.77,C,Pass,Medium
STU_000344,17,Male,Public,Lower-Middle,Rural,92.88,3.62,81.32,66.49,High,0.83,0.59,1,1.57,Low,1,7.3,7.02,0.29,8,1,0.98,Medium,20,100,82,78.45,7.84,85.95,A,Pass,High
STU_000345,19,Male,Private,Middle,Urban,85.5,3.16,80.15,63.83,Medium,0.77,0.59,0,2.35,Medium,4,7.43,5.33,0.18,10,1,3.57,Easy,2,94,64,83.45,9.16,69.06,C,Pass,Medium
STU_000346,14,Male,Public,Lower-Middle,Urban,52.91,2.32,100,64.36,Medium,1.1,0.59,1,1.14,Medium,1,6.03,6.34,1.67,10,1,15.24,Medium,17,94,32,71.21,10,33.85,F,Fail,Low
STU_000347,17,Female,Private,Low,Rural,48,1.74,80.58,81.48,Low,6.85,4.03,0,0.27,High,12,6.8,5.91,2.41,10,0,4.66,Hard,6,95,48,81.07,10,49.56,F,Fail,Low
STU_000348,16,Male,Public,Middle,Urban,70.45,2.83,89.52,95.97,High,6.31,4.56,0,1.31,Medium,7,6.18,6.23,0.8,9,1,0.03,Easy,19,86,81,92.48,9.44,93.69,A,Pass,High
STU_000349,14,Male,Public,Lower-Middle,Rural,68.25,2.56,86.84,83.69,Medium,3.93,2.3,0,11.95,Low,8,6.59,1.86,2.57,10,1,4.3,Hard,15,96,51,96.7,10,54.04,D,Pass,Low
STU_000350,17,Male,Private,Middle,Rural,88.58,3.59,81.66,58.05,Medium,1.71,1.03,0,5.39,Medium,6,6.39,6.44,3.06,10,1,0.71,Medium,16,93,59,72.52,9.29,61.97,D,Pass,Medium
STU_000351,19,Male,Private,Lower-Middle,Suburban,63.27,,93.73,88,Medium,2.8,1.64,0,0.24,Low,5,6.24,6.66,3.04,10,1,3.98,Medium,15,99,54,57.6,9.56,55.22,D,Pass,Low
STU_000352,17,Female,Private,Middle,Urban,75.23,2.81,95.72,100,Medium,3.49,2.74,1,1.11,High,7,4.79,7.75,0.02,10,1,0.08,Medium,8,88,63,86.71,9.63,71.27,C,Pass,Medium
STU_000353,19,Male,Private,Lower-Middle,Urban,78.93,3.16,83.51,60.47,Medium,1.54,0.98,1,5.6,High,2,7.72,6.62,2.25,10,1,1.8,Medium,24,96,58,71.91,10,61.91,D,Pass,Medium
STU_000354,16,Female,Private,Lower-Middle,Suburban,86.24,3.42,89.99,61.45,Medium,3.73,2.4,0,0.5,Medium,4,5.56,9.08,0.79,10,1,2.57,Medium,27,94,64,80.42,9.07,66.06,C,Pass,Medium
STU_000355,19,Male,Public,High,Rural,68.59,2.38,,62.65,High,3.03,2.59,0,3.76,High,8,6.27,4.31,5.08,10,0,3.35,Medium,4,89,74,,7.02,83.43,B,Pass,High
STU_000356,14,Female,Public,Middle,Urban,63.71,2.39,100,71.55,Medium,2.19,1.73,0,4.56,Medium,7,4.55,5.53,3.46,10,1,7.04,Medium,27,94,55,44.48,10,58.21,D,Pass,Low
STU_000357,16,Male,Public,Lower-Middle,Urban,67.42,2.98,82.18,74.29,Medium,2.44,2.06,1,1.97,Medium,3,8.72,2.08,2.9,10,1,0.29,Medium,18,98,52,70.45,10,54.34,D,Pass,Low
STU_000358,14,Female,Public,High,Suburban,89.08,3.41,83.93,85.48,Medium,1.07,0.62,0,0.24,Medium,4,7.69,4.2,4.75,10,1,3.72,Hard,25,96,38,98.01,10,39.09,F,Fail,Low
STU_000359,18,Male,Public,Upper-Middle,Suburban,79.04,3.39,77.15,66.03,Medium,3.49,2.17,0,0.7,Low,7,7.66,5.99,2.33,10,1,2.34,Hard,4,92,46,47.23,10,50.52,D,Pass,Low
STU_000360,15,Male,Public,Upper-Middle,Suburban,72.49,2.77,84.12,67.07,Medium,3.11,2.68,0,1.13,Medium,7,6.08,3.85,0.45,10,0,0.69,Hard,29,90,61,92.1,10,65.73,C,Pass,Medium
STU_000361,19,Male,Public,Upper-Middle,Urban,76.19,3.27,94.47,65.87,Low,3.8,3.4,0,10.77,Medium,5,6.97,3.36,0.71,10,1,2.88,Medium,11,93,71,58.85,9.63,72.05,C,Pass,Medium
STU_000362,15,Female,Private,Upper-Middle,Urban,44.13,1.65,98.55,65.45,Low,1.75,1.41,0,0.21,Medium,2,6.74,4.68,0.46,10,1,0.75,Hard,5,91,29,88.5,9.32,31.73,F,Fail,Low
STU_000363,15,Male,Public,Upper-Middle,Rural,90.51,3.52,78.44,66.67,Low,2.25,1.44,0,6.5,Medium,4,7.47,4.47,1.02,10,1,0.43,Easy,28,93,70,86.79,10,77.15,B,Pass,Medium
STU_000364,19,Male,Private,Middle,Suburban,54.07,2.04,91.77,59.19,Low,2.01,1.27,0,5.44,High,4,5.5,3.9,1.24,10,1,1.94,Medium,18,94,29,66.5,9.33,28.5,F,Fail,Low
STU_000365,16,Female,Public,Lower-Middle,Rural,63.2,1.99,100,79,High,3.09,1.92,0,0.06,High,6,8.03,4.86,0.49,6,1,2.21,Hard,23,88,62,60.37,6.24,73.47,C,Pass,Medium
STU_000366,18,Male,Public,Middle,Rural,66.86,2.57,83.57,70.08,Medium,2.89,2.21,1,0.19,Medium,6,5.35,4.53,0.46,8,1,1.35,Medium,25,86,36,92.3,6.36,42.41,F,Fail,Low
STU_000367,14,Female,Charter,Lower-Middle,Urban,72.38,3.08,93.88,70.24,High,2.15,1.76,0,2.22,Low,8,7.28,5.04,6.98,10,1,0.92,Medium,26,85,51,85.03,9.09,60.44,D,Pass,Medium
STU_000368,17,Female,Public,Middle,Urban,76.54,3.21,,61.82,Medium,1.03,0.57,1,1.23,High,7,6.13,3.04,2.85,10,1,2.78,Medium,29,91,54,,9.33,59.71,D,Pass,Low
